	score	comment	INPUT_URL = "https://review.rakuten.co.jp/item/1/351180_10000738/1.1/"	# 6771
0	4	耳ゴムが幅広で、息苦しさのない折り方で、大きめです。お買い物に行くときなど、人と会話しないときに重宝しています。薄めなので、混雑や会話が多そうなときに使用するのは心配なのと、他のかたのレビューにありましたが、マスク箱の中のビニール袋が密閉されていないところが★−1です。今回買ったマスク（ライトパープル）と、同じ折り方のアイリスオーヤマのやわらかマスク（白色マスク）を重ねて写真撮ったので、大きさなどの参考にどうぞ(^^)
1	4	色が付いているタイプを初めて買ってみました。私は良いと思うのですが、子供達からは大ブーイング。。。
2	5	マスクはまだまだ使うので家族が多いとすぐなくなります。お安く買えて良かったです。一箱角が潰れていましたが中身は大丈夫そうです。配送中に潰れてたんでしょうね。
3	5	我が家は白いマスクが必需品で二回目の購入です。ごくごく普通のマスクですが、家族みんなで使えるこのマスクが重宝しています。すごく小顔の娘も、かなり顔のデカい息子も同じサイズを使っていますが不都合はありません。安くて、耳が痛くなったりもなく、使い心地も悪くないので充分満足しています。
4	5	ふつう！安くて普通って…とても良い。変な匂いも無かったし、サイズも大丈夫。小顔の21歳娘にもデカい顔の25歳息子にも問題なく使えました。医療系の職場でバイトする娘は二枚重ねするので、だだくさに使えるこの量がとてもありがたいです。大満足。
5	4	女性には175×95少し大きいです。耳の部分を結べは大丈夫。息子にはこのサイズで問題なし家族全員で使うには、大きいと思う人が耳ヒモ結ぶ。4箱中2箱の中の袋が開いていた。
6	5	今回は、白と水色を購入。ほんとに楽です。家族みんなで愛用してます。また、リピートします
7	5	今の時期の必需品として購入させて貰いました。
8	4	安価で使いやすいです。商品の不備もないでよ。今回で3回目の購入です。
9	5	家族からのリクエストで２回目のリピです。肌触りやゴムの加減がちょうどよくお気に入りです。無くなったらまたコレです。
10	4	真ん中でプリーツが別れているマスクが欲しくて、値段も安いこちらの商品を購入しました。本当はネイビーが欲しかったんですが、小さいサイズはチェリーブロッサムしか在庫がなかったのでそれを購入。少し紫よりのピンクで少し派手かなぁと思いましたが、今では違和感なく使っています。
11	4	マスクの一番上のプリーツが上むきなものがなかなかなく、こちらを見つけて購入しました。こういうプリーツのマスクはやっぱりつけ心地が良くて娘も気に入ったようです。ただ、普通の小さめマスクと比べて少し大きめなので、注意です。
12	5	仕事で1日中付けてても耳が痛くなりません！ゴムが取れたりもせず、丈夫です。唇も今のところ荒れてないです！
13	5	ゴムも柔らかくて全然耳痛くならない！！大きさもちょうどいい&#12316;&#128582;&#127995;&#8205;♀&#65039;
14	5	今回も大変満足しています。耳がいたくならないし、顔にも非常にフィットしており、いい商品だと思います。発送も非常に迅速丁寧でした。
15	5	耳がいたくならないし、顔にも非常にフィットしており、いい商品だと思います。発送も非常に迅速丁寧でした。
16	5	今使っているアイスグレーが売り切れだったのでライトパープルを購入しました。すぐ届いたので良かったです。
17	5	2回目の購入です。外観、中身問題ないです。この商品だと不織布で肌が荒れないのでリピートです。ケバケバもせず、呼吸しやすいのでまたなくなったら購入したいです。
18	4	主人が使用しています。密着具合がよく、耳が痛くならないと言っています。外回りをしているのでマスクを数枚持ち歩いているので、個包装だったらなお良かったです。
19	5	数回目のリピートです。ゴムの切れなどもなく、また購入したいと思います。
20	4	リピート購入ですが４箱中３箱が箱が潰れて届いたのは初めてです。商品自体に問題はないと思いますが。主人用に購入しているので今まで特に何の問題なく使っているので今回も大丈夫だと思います。
21	5	しっかりしていて、きれいなマスクでした。安くて良かったです。
22	5	マスク不足だった頃からもう何度目かのリピートです。今となっては近所のドラッグストアや100円ショップ等で安く購入できるのでしょうが、ゴムの柔らかさやプリーツの形状など、使いやすいのが分かっているので、ストックが無くなりかけたらこちらでポチっています。
23	4	毎日使う物なので大容量が安くて助かってます。ただ、やはりメガネは曇ります…。使用する本人が気にしていないようなのでこちらを利用してます。
24	5	リピートです。耳が痛くならないし、値段も手頃です。また、購入します。
25	4	思っていたよりピンクでしたが耳が痛くならないので満足です。
26	5	マスクとしては普通の不織布マスクですが、他と比べて単価がかなり安かったので購入しました。安かろう悪かろうなものではなく、今まで使っている感じではしっかり検品もされているように感じました。毎日使い続けるのに特に問題はなく、耳の裏も痛くなることはありませんでした。またセールなど機会があればリピートしたいと思います。
27	4	チェリーブロッサムの色を購入。色は落ち着いた色でアラフォーでもつけやすいです。やや色むらがある感じもしますが、こういうのが普通なのかもしれませんが。マスクは女性にはやや大きめですが、きつくなるのが嫌なので自分にはちょうどいいです。幅広のゴムで耳が痛くなりません。売り切れの色もありましたが、幅広のゴムで色付きのマスクがなかなかないので、こちらで購入できてよかったです。しかも1箱50枚入りで500円をきっていて、かなりお買い得です！
28	5	これ以上コスパの良いのはない。耳が痛くならず、マスクの機能も問題ない。自分の息が全体的に出るので、上方向への集中がないのが良いと思う。息が上方向に来るマスクタイプは、目に悪い。目垢が大量発生する。菌が繁殖している証拠だ。紙タイプ以外はこの傾向にあり、マスクの機能としてはいただけない。マスクにオシャレは不要。
29	5	こちらの爽快的立体 オメガプリーツタイプを初めて購入してからはずっとリピートしてます！今回初めて立体マスク KN94タイプも一緒に購入してみました。ゴムの長さ(きつさ)もちょうど良くてこちらもすごく良かったです。今回アプリコットは品切れだったので白とサンドベージュを購入しました。次はアプリコットも試してみたいです！
30	4	リピ買いで２回目の注文です。不織布マスクなんてどれも大差無いやろ―、安けりゃええやろー、って思ってた時期が私にもありました。しかしながら安いやつは所詮安かろう悪かろう。100枚買って、80枚以上がゴムの圧着が弱くて酷いのになると耳にかけただけで「ﾌﾞﾂｯ」って取れてしまう。それでもこれだけコロナが大流行していつまで経っても怖くてマスクが手放せない。1日１枚で消費していくからやっぱりコスパも捨てられない。で、まぁダメ元で買ったらあら素敵。安いのにちゃんとしたマスク。不良率もゼロ。マスクとしての機能はちゃんと測定した訳ではないですが、真隣のデスクの同僚がコロナに感染して、ほぼ同時期に前後の同僚も感染して計3名が自宅療養に追い込まれた中、私はなんとも無かったのはきちんとこのマスクをしていたおかげなんだろう…と思いたい。星一つ減らしたのは、マスクの大きさは平均よりも顔がでかい私でもちゃんと鼻のアタマ〜アゴ先までカバーしてくれるので満足してるんですが、ゴム紐、もうすこし長くなりませんかね…という。形状は耳が痛くなりづらい形状なんで有難いんですが、さすがに「長さ」という物理的な要因はどうのしようもなく、耳が痛くなってしまうのです。それでも極端に短い訳ではなく、普通の人には十分の長さだと思いますけどね。
31	5	３回目のリピートで累積600枚の購入です。 この商品は１日中装着ていても本当に耳が痛くなりません。この商品を家に忘れて外出してしまうと最悪です。急遽コンビニなどで購入しますが、耳が痛くなってどうしようもなくなります。２年ぐらい前のマスクが手に入らなかった時からの出会いで、非常に良いマスクと出会えて感謝しています。いつまでコロナが続くかわかりませんが、よろしくお願いします。
32	4	これまではアイリスオーヤマの箱入りマスク(50枚440円。職場でまとめ買い)を使っていましたが、なくなったのでこちらを購入。安くて、安全で(信じるしかないが)色も選べるのがありがたい。ゴム紐が柔らかく、痛くないのも好印象。若干薄く感じるし、フィット感もやや劣る気はするが慣れれば平気。家族にも勧めました。
33	4	1980円で200まい購入すべてポイントで購入。アプリコット購入一枚9円ちょい。安いところだと１枚７円前後なのでそれに比べるとちょっと高いですねただ元値が7980円って高すぎませんか？笑また無くなりそうになったら買うか考えます色は可愛いけど売り切ればかりで残念です２０日に買って24に届きました。
34	5	安定の使いやすいさで最高です。次は割引で買いたいです。
35	4	耳がすぐ痛くなるので、痛くなりにくいの探してました。ちょっと薄いけど値段も安いし全然あり
36	5	二回目の購入です。その時のものが無くなった後、違う商品を購入しましたが、家族全員から不評でした。なのでまたこちらを購入。お値段もお安いし、顔のフィット感も抜群で家族に大好評。今後はこちらを購入します。
37	5	流石にレビュー通りの製品でした<(_ _)>
38	5	耳ひもが痛くならず、肌触りもよいのでリピートしています。
39	5	市販のマスクとても高く、毎日使いに躊躇しますが今迄使っていたメーカーの白がなくなり、こちらの物を使い、とても気に入ったようです耳ゴムの太さが完璧だそうです
40	5	安くて、着け心地抜群なマスク☆頼んでから、すばやい対応にも感謝です。また利用したいと思います。
41	4	安いけどちゃんとした商品でありがたいです。
42	5	何回もリピートしています。一日中つけていても耳がいたくならないし、じょうぶです。また、購入したいとおもいます。
43	5	いつも迅速な対応ありがとうございます。このマスクが一番しっくりきます。
44	5	今回もリピです！近くの店で他のを買ってみてもイマイチ・・・やはり前に買って試したものの方が安心でした♪またなくなったら注文しますね！
45	5	着け心地がとてもよく、快適に過ごすことができます。耳のゴムも柔らかく全く痛くなりません。凄くお勧めできる商品です。
46	5	すぐに届いて助かりました。個包装でないものを探していたのでお役購入でき満足です。
47	5	しっかりしたマスクです使い心地良し、お気に入りになりましたまた、リピします
48	4	リピート勢なんですが、毎回 注文から到着までは早くて何も不満はありません。1つ言うならば、マスクの耳にかけるゴムが捻れて付けられてる物が入ってるので気になる方は注意して下さい。
49	5	再購入です。とても気に入っています。耳も痛くないし、フィット感も問題ないです。お勧めです。
50	5	リピート買いです。とても気に入っています。普通サイズですが、大きいてつけ心地も良いです。
51	5	1回使ってから使いやすさにはまってます眼鏡も曇りにくいし・・お値段も安くて気持ちよく使えます
52	5	リピートで何回も注文しています。安くて丈夫で使いやすいので重宝しています。
53	5	リピです使いやすくてこれからも使用していきたいです
54	5	耳が痛くならずフィットして良いです。またリピートします。
55	4	耳が痛くならないし使い心地良くリピートしてます。
56	5	早い配送で安くて使いやすくてもても気に入りました！！！！
57	5	いつもこちらでお願いしております。ソフトで使いやすいです。
58	4	今回3回目の購入です！3年前のコロナ禍始まりの頃、マスクが店頭になくなり、ネットでも買えず過ごしていました…長時間使うと耳が痛くなっていたのですが、こちらのマスクに出会い、耳の掛けるゴムの幅が広く、一日中掛けていても痛くないと家族からとても好評です！私は、喉が弱いので、冬は特に乾燥します。こちらのマスクは寝るときもしています！ありがとうございます…これからもよろしくお願いいたします！
59	4	フィットしていてよかったです。またぜひ購入しようと思う
60	5	リピです。お値段も手ごろで、発送早くて助かります。
61	5	2回目の購入です。この安さで、スーパーで買うマスクよりしっかりしてます。
62	5	普段使いに購入しました。買い周りでポイントもたくさんついてお安く購入できて良かったです。
63	4	息子が気に入ってこればかり使っています。
64	5	商品の説明どおり、耳も痛くなく長時間使用できます。発送も早く価格もリーズナブルでおすすめできる商品です。
65	5	どこよりも安いうえに、耳が痛くなく、いつも快適に使っています。また購入します。
66	5	注文した後すぐに出荷になったようで、とても助かりました。
67	5	なんども、利用させて頂いてます、また利用させて頂きます。
68	5	何度もリピート買いしてます。お得で、1日つけても耳が痛くならず、毛羽立ちもなく良いと思います。
69	5	上下に伸びるので、話していてもずれる事なくすごく良いです。リピ決定
70	4	主人と長男が仕事用で使っています。耳が痛くならないみたいなのでいつもこちらを購入しています。
71	5	ええもんでっせ！ひも太くて耳もいたくない。
72	5	耳が痛くなりにくく、なにより丸一日着けていても毛羽立たたないため、鼻がムズムズしにくいのがとても良いです。
73	5	包装も綺麗にコンパクトに入っていました。半年くらいは持ちそうです！ありがとうございました。
74	4	お値段、使い心地が良い商品だと思います。
75	4	どのマスクよりも使いやすく、つけ心地も快適なので、愛用しています。
76	5	リピート利用です&#10071;&#65039;高校生の息子が、気に入って使っています。他のお店の商品は肌に合わなかったようなので、助かっています&#10071;&#65039;
77	5	リーズナブルで使いやすさもとてもよい。これからも定期的に購入させていただきます。
78	5	2度目の購入です。コロナ禍の初期に勝ったマスクは紐の部分が細く、長時間着用していると耳が痛くなってくるのですが、このマスクは紐の部分が平べったくなっているので長時間着用しても痛くなりません。値段も手ごろでとても気に入っています。
79	5	リピ買いしています。価格も安くて最高です。
80	5	迅速、丁寧ですぐに届きました。ありがとうございました。
81	5	コスパも良くとても使いやすいです。耳も痛くなりません。
82	5	耳が痛くならないし気に入っています。何回もリピしています。
83	5	初めて購入しました。とても満足できる商品だと思います。また、リピートします！
84	4	つけた感じがソフトな感じがするのが良い。
85	4	まだまだコロナが続きそうなので、注文しました。届くの早かったです。
86	5	値段の割にしっかりしていて、あまりハズレはないです。耳も痛くないです。たまーによくちぎれるロットもありますが、コスパを考えるとアリです。
87	5	マスクはここで買ってます。配送も早く、足りなくなっても安心です。
88	5	コスパ良くて、耳も痛くならないからとても良いです。リピートします。
89	5	一度使った事のあるマスクでしたのでお安く購入できて良かったです。
90	5	スムーズに配送して頂き、また使いやすく最高また宜しくお願いします。
91	5	リピート購入です。肝心のマスクは、メガネ曇りにくく、紐も切れにくく、コスパ最高です。また買う予定です。
92	4	ずっと着けていても耳が痛くならない。着け心地のいいマスクです。私にとっては最良です。流石に長時間使用だと毛羽立ちが気になることがありますが、兎に角安いので割りきって、どんどん取り替えながら使っています。マスクはそれでいいと思います。またリピートします。
93	5	家族用に買っているのですが耳も痛くならくて、家族全員重宝してます。
94	4	この値段でこんなにたくさん使えていつもお世話になってます。マスク時代が収まるまで購入し続けたいと思います。
95	5	注文してから発送、到着までとてもスピーディーでした。ありがとうございました。
96	5	いつもこのマスクを買っています。家族4人で毎日使うものなので、量が沢山でゴムも痛く無くしっかり口元を覆うマスクを色々買ってみて、このマスクに行きついてからは、ずっと購入しています。仕事がら1日中喋っていますが、苦しく感じず付けていられます。
97	5	息子たち用に購入しました！耳が痛くならずに良いようです。安く購入できたので満足できた買い物です。
98	5	マスクはいつもこれを使っています！安くて丈夫なので重宝しています
99	5	すごく気に入ってて毎回無くなりそうになると注文しています。家族も文句なく使っています。
100	5	商品に満足してます。耳か痛くならずに、いい感じてす。次回も購入したいと思ってます
101	5	他のマスクを購入しましたが、「前のがいい」と家族のリクエストでリピしました。耳回りがソフトでストレスフリーです。
102	5	長時間マスクを着用していても、耳が痛くなかったです。
